City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,magomeni,-6.8,39.25,23.91,82,8,1.42,TZ,1698028560
289,tazovsky,67.4667,78.7,-3.98,88,100,5.98,RU,1698028560
290,green river,41.5286,-109.4662,15.22,40,72,3.13,US,1698028561
291,san patricio,28.017,-97.5169,27.13,77,39,4.93,US,1698028561
292,marka,1.7159,44.7717,25.76,82,8,2.59,SO,1698028561
293,senador jose porfirio,-2.5908,-51.9542,24.66,88,61,1.58,BR,1698028561
294,weno,7.4515,151.8468,29.97,79,75,2.06,FM,1698028561
295,marmaris,36.855,28.2742,22.28,47,2,2.09,TR,1698028562
296,oamaru,-45.0784,170.9801,12.51,76,84,6.01,NZ,1698028562
297,san juan,-31.5375,-68.5364,20.95,56,69,7.21,AR,1698028264
298,saqqez,36.2499,46.2735,8.64,72,76,0.45,IR,1698028549
299,aoulef,26.9667,1.0833,28.27,25,1,4.26,DZ,1698028562
300,olonkinbyen,70.9221,-8.7187,3.2,89,100,5.82,SJ,1698028563
301,el granada,37.5027,-122.4694,18.11,92,100,3.09,US,1698028563
302,kapuskasing,49.4169,-82.4331,-1.0,93,20,1.54,CA,1698028563
303,vangaindrano,-23.35,47.6,22.21,91,67,1.8,MG,1698028563
304,tazacorte,28.629,-17.9293,20.54,52,0,3.09,ES,1698028564
305,la grande,45.3246,-118.0877,13.34,73,85,2.1,US,1698028438
306,zhaobaoshan,29.9695,121.6875,24.01,59,2,1.93,CN,1698028564
307,afif,23.9065,42.9172,20.46,32,0,4.52,SA,1698028564
308,west island,-12.1568,96.8225,26.99,69,75,4.63,CC,1698028436
309,veraval,20.9,70.3667,28.88,47,73,3.12,IN,1698028565
310,mvurwi,-17.0333,30.85,18.49,71,40,1.63,ZW,1698028565
311,chernyshevskiy,63.0128,112.4714,-2.13,93,100,4.66,RU,1698028565
312,kuta,-8.7233,115.1723,28.97,88,40,3.6,ID,1698028565
313,puerto leguizamo,-0.1934,-74.7819,22.76,97,100,1.03,CO,1698028566
314,ariquemes,-9.9133,-63.0408,27.84,44,100,1.29,BR,1698028566
315,georgetown,5.4112,100.3354,29.41,75,20,2.68,MY,1698028566
316,talara,-4.5772,-81.2719,21.42,83,0,6.69,PE,1698028566
317,mogocha,53.7333,119.7667,4.08,47,100,2.34,RU,1698028522
318,shuangjiang,26.1547,109.7138,23.79,50,0,0.54,CN,1698028567
319,playa del ingles,27.7567,-15.5787,21.33,82,1,3.45,ES,1698028269
320,inyonga,-6.7167,32.0667,20.3,42,29,1.34,TZ,1698028567
321,hotan,37.0997,79.9269,15.49,17,4,1.69,CN,1698028567
322,kismayo,-0.3582,42.5454,26.07,82,6,3.23,SO,1698028568
323,okakarara,-20.5833,17.4333,15.87,25,0,3.0,NA,1698028568
324,parkano,62.0167,23.0167,0.45,99,100,1.59,FI,1698028568
325,lihue,21.9789,-159.3672,28.53,70,20,5.14,US,1698028568
326,palmer,42.1584,-72.3287,7.75,72,20,3.6,US,1698028483
327,kristiansund,63.1115,7.732,7.36,70,100,1.03,NO,1698028569
328,jacobina,-11.1806,-40.5183,20.66,80,10,3.01,BR,1698028569
329,maitum,6.0392,124.4986,29.53,68,73,1.94,PH,1698028569
330,menongue,-14.6585,17.691,20.95,57,100,2.34,AO,1698028569
331,sao gabriel da cachoeira,-0.1303,-67.0892,23.4,96,96,1.2,BR,1698028570
332,valky,49.8387,35.6207,12.17,94,81,4.26,UA,1698028570
333,highland springs,37.546,-77.3278,12.16,66,0,4.12,US,1698028570
334,dar chioukh,34.8964,3.4854,16.01,31,0,4.44,DZ,1698028570
335,remire-montjoly,4.9167,-52.2667,28.02,89,75,0.51,GF,1698028570
336,tura,25.5198,90.2201,24.79,72,100,0.78,IN,1698028571
337,la ronge,55.1001,-105.2842,-1.86,59,75,3.6,CA,1698028571
338,qingdao,36.0986,120.3719,20.78,30,0,4.0,CN,1698028571
339,singkil,-7.9855,111.4161,34.55,37,17,0.6,ID,1698028571
340,ta'izz,13.5,44.0,19.33,65,63,2.22,YE,1698028571
341,chengdu,30.6667,104.0667,19.13,77,100,1.0,CN,1698028572
342,waynesville,35.4887,-82.9887,10.42,81,0,1.34,US,1698028572
343,akureyri,65.6835,-18.0878,0.96,100,75,0.0,IS,1698028572
344,lepsy,46.235,78.9456,12.79,64,100,11.7,KZ,1698028573
345,cockburn town,21.4612,-71.1419,28.91,74,3,4.71,TC,1698028520
346,selebi-phikwe,-21.979,27.8498,17.34,79,18,7.02,BW,1698028573
347,salinopolis,-0.6136,-47.3561,26.95,84,52,5.28,BR,1698028573
348,yeraliyev,43.2,51.65,6.78,61,0,4.34,KZ,1698028573
349,puerto gaitan,4.3133,-72.0816,23.1,95,100,3.26,CO,1698028309
350,zhanaozen,43.3,52.8,4.33,64,4,3.83,KZ,1698028574
351,yanbu,24.0891,38.0637,25.02,65,0,2.06,SA,1698028574
352,prince george,53.9166,-122.753,1.46,93,0,1.79,CA,1698028501
353,puerto montt,-41.4698,-72.9447,6.46,93,0,0.0,CL,1698028575
354,quellon,-43.1167,-73.6167,7.42,93,6,3.45,CL,1698028575
355,shache,38.4167,77.2406,14.32,21,11,0.42,CN,1698028575
356,westport,41.1415,-73.3579,9.7,71,100,4.63,US,1698028407
357,suva,-18.1416,178.4415,25.71,83,75,4.12,FJ,1698028576
358,severo-yeniseyskiy,60.3725,93.0408,0.25,72,100,3.65,RU,1698028576
359,santa marta de ortigueira,43.6833,-7.85,13.9,87,100,4.0,ES,1698028576
360,queenstown,-31.8976,26.8753,8.42,86,88,1.23,ZA,1698028576
361,nosy varika,-20.5833,48.5333,22.89,88,37,5.86,MG,1698028576
362,terrace,54.5163,-128.6035,4.95,70,20,3.09,CA,1698028577
363,dolores,-36.3132,-57.6792,14.17,98,88,3.51,AR,1698028577
364,amungan,15.3652,119.9582,30.3,65,100,1.36,PH,1698028577
365,yaren,-0.5472,166.916,28.88,74,100,4.92,NR,1698028578
366,cabedelo,-6.9811,-34.8339,24.37,79,99,5.66,BR,1698028578
367,namdrik,5.5994,168.1028,28.76,72,99,2.08,MH,1698028578
368,manokwari,-0.8667,134.0833,28.73,72,90,1.34,ID,1698028578
369,mantua,45.1667,10.7833,13.53,90,9,0.07,IT,1698028541
370,korla,41.7597,86.1469,13.25,30,4,3.15,CN,1698028579
371,riosucio,5.4216,-75.7032,15.56,98,75,0.8,CO,1698028579
372,leua,48.2156,18.6071,10.83,82,95,1.12,SK,1698028579
373,prachuap khiri khan,12.2167,99.75,28.17,63,100,1.61,TH,1698028579
374,nastola,60.95,25.9333,1.02,99,100,1.45,FI,1698028580
375,san antonio,29.4241,-98.4936,27.06,63,0,6.69,US,1698028337
376,tshikapa,-6.4167,20.8,21.36,97,100,0.83,CD,1698028580
377,pocone,-16.2567,-56.6228,29.39,50,86,2.23,BR,1698028580
378,saipan,15.1355,145.701,31.39,74,75,7.72,MP,1698028580
379,fort st. john,56.2499,-120.8529,-7.06,73,100,4.12,CA,1698028477
380,nouadhibou,20.931,-17.0347,23.99,83,0,3.09,MR,1698028581
381,vila franca do campo,37.7167,-25.4333,16.6,99,58,1.86,PT,1698028581
382,yulinshi,38.2906,109.7494,16.0,25,89,3.21,CN,1698028581
383,rajapur,25.3833,81.15,24.22,45,0,0.37,IN,1698028581
384,selfoss,63.9331,-20.9971,2.69,80,99,1.82,IS,1698028582
385,ca mau,9.1769,105.15,29.83,69,100,2.15,VN,1698028582
386,metu,8.3,35.5833,13.33,97,80,1.11,ET,1698028582
387,benjamin constant,-4.3831,-70.0311,27.07,91,98,0.35,BR,1698028582
388,the bottom,17.6259,-63.2492,27.07,80,99,8.29,BQ,1698028583
389,igarka,67.4667,86.5833,-2.27,95,97,4.25,RU,1698028583
390,nieuw amsterdam,5.8833,-55.0833,25.01,91,57,3.81,SR,1698028583
391,lagos,6.5833,3.75,25.34,93,84,1.5,NG,1698028343
392,broken hill,-31.95,141.4333,22.34,22,0,1.25,AU,1698028583
393,mulayjah,27.271,48.4242,25.26,33,54,2.5,SA,1698028584
394,vallenar,-28.5708,-70.7581,15.33,69,58,0.44,CL,1698028584
395,antigonish,45.6169,-61.9986,9.45,97,100,1.34,CA,1698028584
396,port saint john's,-31.6229,29.5448,14.39,79,0,2.18,ZA,1698028584
397,lensk,60.7253,114.9278,-0.06,85,100,5.96,RU,1698028585
398,soio,-6.1349,12.3689,24.55,91,100,3.32,AO,1698028585
399,dhemaji,27.4833,94.5833,22.04,57,5,1.25,IN,1698028585
400,boa vista,2.8197,-60.6733,27.99,78,20,1.03,BR,1698028585
401,berdigestyakh,62.0989,126.6992,-2.86,94,100,2.03,RU,1698028398
402,babol,36.5513,52.679,17.73,86,6,1.15,IR,1698028586
403,kish,26.5578,54.0194,28.15,83,0,0.0,IR,1698028586
404,tionk essil,12.7856,-16.5217,27.03,84,91,2.58,SN,1698028401
405,monchegorsk,67.9397,32.8739,-5.8,90,57,2.0,RU,1698028586
406,barrouallie,13.2333,-61.2667,27.25,77,99,0.76,VC,1698028586
407,lospalos,-8.5186,127.0025,32.57,32,52,3.58,TL,1698028587
408,asau,46.4333,26.4,16.51,79,100,3.0,RO,1698028587
409,turtas,58.9417,69.1325,-1.72,80,99,5.17,RU,1698028587
410,ritchie,-29.038,24.6028,15.71,54,100,4.0,ZA,1698028588
411,merizo village,13.2658,144.6691,29.99,91,75,7.4,GU,1698028588
412,maxixe,-23.8597,35.3472,21.38,86,95,4.47,MZ,1698028588
413,port macquarie,-31.4333,152.9167,26.05,50,8,5.91,AU,1698028588
414,chernogorsk,53.8236,91.2842,3.76,81,40,2.0,RU,1698028588
415,constitucion,-35.3333,-72.4167,10.16,89,0,3.22,CL,1698028589
416,basoko,1.2391,23.616,21.47,96,63,0.85,CD,1698028589
417,spirovo,57.419,34.9766,1.74,99,100,1.78,RU,1698028589
418,pades,45.0167,22.85,14.86,68,100,1.97,RO,1698028589
419,la'ie,21.6477,-157.9253,29.66,73,59,0.89,US,1698028590
420,seven pagodas,12.6264,80.1722,28.36,67,81,2.24,IN,1698028590
421,san antonio de pale,-1.4014,5.6325,25.88,83,97,6.35,GQ,1698028590
422,sarakhs,36.5449,61.1577,17.31,40,53,0.51,IR,1698028590
423,guerrero negro,27.9769,-114.0611,19.43,82,0,9.17,MX,1698028591
424,homer,59.6425,-151.5483,3.93,45,0,3.09,US,1698028524
425,krasnozerskoye,53.9828,79.2374,1.81,95,100,10.33,RU,1698028591
426,hohhot,40.8106,111.6522,12.16,37,59,1.0,CN,1698028591
427,lazaro cardenas,17.9583,-102.2,25.92,83,100,1.02,MX,1698028591
428,qoryooley,1.7878,44.53,24.67,86,23,2.03,SO,1698028592
429,pangai,-19.8,-174.35,26.06,69,75,2.57,TO,1698028592
430,ceeldheer,3.8488,47.1806,26.53,83,23,3.87,SO,1698028592
431,si sa ket,14.8333,104.3333,28.45,74,85,2.39,TH,1698028592
432,el calafate,-50.3408,-72.2768,7.32,80,1,1.78,AR,1698028593
433,valley city,46.9233,-98.0032,9.29,93,0,3.09,US,1698028593
434,arraial do cabo,-22.9661,-42.0278,21.05,78,98,6.9,BR,1698028593
435,suchiapa,16.6167,-93.0833,26.18,69,40,1.54,MX,1698028593
436,farap,39.1704,63.6116,14.0,100,75,2.06,TM,1698028594
437,ponta delgada,37.7333,-25.6667,16.77,88,20,3.09,PT,1698028594
438,coquimbo,-29.9533,-71.3436,14.85,88,75,3.09,CL,1698028594
439,las tablas,7.7667,-80.2833,25.95,85,100,0.32,PA,1698028594
440,bandarbeyla,9.4942,50.8122,26.93,81,98,3.74,SO,1698028536
441,saint-francois,46.4154,3.9054,10.92,92,0,1.03,FR,1698028595
442,colares,38.7992,-9.4469,16.61,92,95,2.68,PT,1698028595
443,jaral del progreso,20.3667,-101.0667,17.83,78,55,1.92,MX,1698028595
444,flying fish cove,-10.4217,105.6791,27.82,69,40,4.12,CX,1698028595
445,newman,37.3138,-121.0208,19.46,68,39,2.24,US,1698028595
446,pago pago,-14.2781,-170.7025,28.55,84,40,6.17,AS,1698028596
447,chawang,8.4261,99.5047,27.28,78,99,1.39,TH,1698028596
448,yarmouth,41.7057,-70.2286,12.76,70,100,9.39,US,1698028596
449,bonthe,7.5264,-12.505,25.28,87,99,1.87,SL,1698028596
450,san vicente tancuayalab,21.7333,-98.5667,24.75,84,99,3.34,MX,1698028597
451,pyshma,56.9523,63.2513,-1.92,73,80,5.92,RU,1698028597
452,khvansar,33.2205,50.315,7.99,32,37,2.62,IR,1698028597
453,lionel town,17.8101,-77.2406,29.94,83,94,1.89,JM,1698028597
454,sungailiat,-1.85,106.1333,30.76,62,49,1.79,ID,1698028598
455,aykhal,66.0,111.5,-6.59,95,100,0.73,RU,1698028598
456,mocimboa,-11.3167,40.35,22.34,90,34,2.02,MZ,1698028598
457,gornozavodsk,58.3758,58.3211,-2.73,89,100,4.17,RU,1698028598
458,villaquilambre,42.6469,-5.5584,11.32,82,75,1.54,ES,1698028502
459,ngetkib,7.3645,134.5148,30.14,79,75,2.06,PW,1698028599
460,juan rodriguez clara,17.9833,-95.4083,22.9,86,100,2.69,MX,1698028599
461,sfax,34.7406,10.7603,24.08,88,0,1.54,TN,1698028599
462,shiguai,40.7058,110.2856,12.35,24,16,2.35,CN,1698028599
463,preobrazheniye,42.9019,133.9064,13.24,38,9,3.6,RU,1698028600
464,nogliki,51.8333,143.1667,4.81,44,12,8.41,RU,1698028600
465,yeppoon,-23.1333,150.7333,31.88,59,0,6.84,AU,1698028600
466,qianzhou,28.3167,109.7167,24.44,42,6,0.86,CN,1698028600
467,betio village,1.358,172.9211,30.02,75,25,1.73,KI,1698028600
468,kurchatov,51.6601,35.6521,10.23,95,98,5.52,RU,1698028601
469,wuyang,31.9925,116.2472,21.81,42,1,3.01,CN,1698028601
470,timimoun,29.2639,0.231,24.04,32,4,1.51,DZ,1698028601
471,praia da vitoria,38.7333,-27.0667,17.09,94,20,5.47,PT,1698028601
472,kozel'sk,54.0375,35.7716,7.52,96,100,2.89,RU,1698028601
473,balaka,-14.9793,34.9558,25.36,54,100,1.27,MW,1698028602
474,tagiura,32.8817,13.3506,26.42,46,0,2.92,LY,1698028602
475,solnechnyy,50.7214,136.6319,6.15,29,0,3.14,RU,1698028602
476,geraldton,-28.7667,114.6,22.23,35,95,7.2,AU,1698028602
477,dangriga,16.9692,-88.2321,26.54,73,96,3.0,BZ,1698028603
478,terbanggi besar,-4.8667,105.2333,32.31,46,91,2.91,ID,1698028603
479,loreto,22.2667,-101.9667,18.82,52,68,4.03,MX,1698028603
480,faya-largeau,17.9257,19.1043,24.37,14,7,7.65,TD,1698028603
481,cobram,-35.9167,145.65,21.36,37,0,3.86,AU,1698028603
482,timbuktu,16.7735,-3.0074,30.85,18,11,3.82,ML,1698028604
483,paoua,7.2427,16.4406,20.93,91,100,1.89,CF,1698028604
484,krasnyy yar,46.5331,48.3456,0.96,54,13,2.93,RU,1698028604
485,daru,-9.0763,143.2092,27.67,56,33,4.05,PG,1698028604
486,northam,51.0333,-4.2167,12.59,95,99,4.62,GB,1698028604
487,sinop,41.7711,34.8709,18.82,43,98,3.69,TR,1698028605
488,howrah,22.5892,88.3103,27.0,83,40,2.57,IN,1698028605
489,pangoa,-12.1167,-73.0,20.93,89,31,1.56,PE,1698028605
490,cox's bazar,21.4532,91.9798,24.36,92,100,4.24,BD,1698028606
491,kundiawa,-6.0167,144.9667,26.65,35,88,2.73,PG,1698028606
492,knottsville,37.7717,-86.9042,12.79,61,55,2.81,US,1698028606
493,batu pahat,1.8548,102.9325,28.84,73,22,0.28,MY,1698028606
494,mersa matruh,31.3525,27.2453,19.11,82,20,1.54,EG,1698028606
495,xinyuan,37.3,99.0,1.74,34,1,2.28,CN,1698028607
496,muisne,0.6,-80.0333,25.23,82,100,2.87,EC,1698028607
497,takab,36.4009,47.1133,8.75,62,34,1.67,IR,1698028607
498,vilyuysk,63.7553,121.6247,-1.36,92,100,0.71,RU,1698028399
499,kilju,40.9642,129.3278,17.11,42,0,3.18,KP,1698028607
500,antofagasta,-23.65,-70.4,15.6,75,31,2.1,CL,1698028564
501,arona,28.0996,-16.681,19.35,71,20,2.57,ES,1698028608
502,carmi,38.0909,-88.1587,10.17,81,0,0.0,US,1698028608
503,wakkanai,45.4094,141.6739,10.05,56,75,10.29,JP,1698028609
504,khandyga,62.6667,135.6,-7.15,87,100,1.46,RU,1698028609
505,hashtrud,37.4779,47.0508,9.76,62,1,1.49,IR,1698028609
506,egilsstadir,65.2653,-14.3948,3.95,93,100,4.12,IS,1698028609
507,ostersund,63.1792,14.6357,1.25,100,75,4.12,SE,1698028610
508,labuan,5.2767,115.2417,30.2,79,20,1.54,MY,1698028529
509,waddan,29.1614,16.139,23.14,48,0,2.78,LY,1698028610
510,byron bay,-28.65,153.6167,32.62,61,0,6.72,AU,1698028610
511,riberalta,-10.9833,-66.1,27.09,42,16,0.72,BO,1698028611
512,ankeny,41.7297,-93.6058,13.26,65,0,6.17,US,1698028430
513,guayaramerin,-10.8368,-65.3614,27.01,42,23,0.71,BO,1698028611
514,tingi,-11.3,35.0333,18.29,54,87,2.8,TZ,1698028611
515,nelson bay,-32.7167,152.15,25.05,44,0,4.02,AU,1698028322
516,kijang,35.2442,129.2139,18.85,39,0,1.69,KR,1698028612
517,mosfellsbaer,64.1667,-21.7,4.01,86,0,2.57,IS,1698028612
518,njombe,-9.3333,34.7667,10.22,95,7,1.23,TZ,1698028612
519,umba,66.6871,34.3429,-1.65,72,6,3.29,RU,1698028612
520,zheleznogorsk,52.331,35.3711,11.13,96,100,4.1,RU,1698028612
521,cozumel,20.5083,-86.9458,27.19,83,0,2.68,MX,1698028613
522,newport,51.5877,-2.9984,11.36,89,100,3.01,GB,1698028362
523,al fuwayliq,26.4432,43.2534,22.74,27,100,4.71,SA,1698028613
524,sompeta,18.9333,84.6,27.21,59,97,4.59,IN,1698028613
525,greymouth,-42.4667,171.2,13.89,65,67,2.84,NZ,1698028613
526,howard springs,-12.497,131.047,33.26,64,2,2.69,AU,1698028614
527,kenai,60.5544,-151.2583,1.05,47,0,2.06,US,1698028614
528,rongelap,11.1635,166.8941,26.86,84,100,8.58,MH,1698028614
529,iguape,-24.7081,-47.5553,19.24,93,95,1.52,BR,1698028614
530,sept-iles,50.2001,-66.3821,6.0,64,40,4.12,CA,1698028615
531,chadan,51.2833,91.5833,5.48,64,69,1.19,RU,1698028615
532,luang namtha,20.9497,101.4011,21.01,94,100,1.03,LA,1698028615
533,nevada,39.2502,-116.7512,10.3,53,45,1.52,US,1698028615
534,bel ombre,-4.6167,55.4167,25.91,89,40,2.06,SC,1698028615
535,tromso,69.6496,18.957,0.01,86,75,1.03,NO,1698028616
536,arteche,12.2645,125.4048,28.23,83,100,1.96,PH,1698028616
537,kerikeri,-35.2268,173.9474,20.51,76,58,1.34,NZ,1698028616
538,borger,52.9233,6.7931,8.21,96,31,2.7,NL,1698028616
539,cill airne,52.05,-9.5167,10.05,96,100,2.34,IE,1698028616
540,puerto baquerizo moreno,-0.9,-89.6,23.5,81,88,6.05,EC,1698028352
541,san vicente,-26.6167,-54.1333,20.55,70,100,1.53,AR,1698028617
542,malango,-2.9627,119.9001,30.47,43,16,1.93,ID,1698028617
543,san martin de los andes,-40.1604,-71.3486,9.25,97,17,0.8,AR,1698028617
544,nokia,61.4667,23.5,1.51,100,100,1.03,FI,1698028618
545,labytnangi,66.6572,66.4183,-4.14,88,100,2.92,RU,1698028618
546,usogorsk,63.4106,48.6872,-0.94,91,100,3.71,RU,1698028618
547,yung shue wan,22.2333,114.1167,27.11,75,33,0.45,HK,1698028618
548,cienfuegos,22.1461,-80.4356,24.08,88,36,3.6,CU,1698028619
549,nema,57.5067,50.5011,-1.81,86,100,3.14,RU,1698028619
550,tibiri,13.5627,7.0485,26.6,16,3,3.86,NE,1698028619
551,george town,5.4112,100.3354,29.41,75,20,2.68,MY,1698028401
552,pacasmayo,-7.4006,-79.5714,20.51,84,40,5.32,PE,1698028619
553,bengkulu,-3.8004,102.2655,27.97,70,8,2.38,ID,1698028620
554,qa'en,33.7265,59.1844,12.91,41,0,1.69,IR,1698028620
555,navalmoral de la mata,39.8916,-5.5406,12.2,93,85,4.03,ES,1698028620
556,popondetta,-8.7537,148.2534,31.93,52,62,3.21,PG,1698028620
557,fujin,47.26,132.0322,12.6,34,0,4.75,CN,1698028621
558,kourou,5.1552,-52.6478,28.03,87,87,4.31,GF,1698028621
559,huanan,46.2167,130.5167,12.74,31,0,3.46,CN,1698028621
560,papao,-17.75,-149.55,28.7,77,28,5.84,PF,1698028621
561,carolina beach,34.0352,-77.8936,13.04,83,0,4.06,US,1698028586
562,manacapuru,-3.2997,-60.6206,25.58,83,87,1.35,BR,1698028622
563,namibe,-15.1961,12.1522,19.78,88,25,3.86,AO,1698028622
564,ta`u,-14.2336,-169.5144,27.12,80,68,4.14,AS,1698028622
565,pankrushikha,53.8319,80.3406,2.66,95,100,9.44,RU,1698028622
566,mae hong son,19.3003,97.9685,24.08,94,75,1.54,TH,1698028623
567,minab,27.1467,57.0801,26.69,71,12,0.91,IR,1698028623
568,puente alto,-33.6167,-70.5833,15.14,81,100,1.24,CL,1698028623
569,saint-mandrier-sur-mer,43.078,5.929,19.13,72,100,5.14,FR,1698028623
570,cidade velha,14.9167,-23.6167,25.26,78,20,3.6,CV,1698028623
571,virginia,37.5481,-77.4467,11.99,69,0,4.12,US,1698028470
572,kormend,47.011,16.606,10.74,90,51,0.53,HU,1698028624
573,shenjiamen,29.9576,122.298,21.87,66,9,4.01,CN,1698028624
574,longboat key,27.4125,-82.659,24.02,81,0,0.89,US,1698028624
575,funadhoo,6.15,73.2667,27.51,75,61,2.59,MV,1698028625
576,recani,31.2846,-4.2688,20.87,54,99,6.9,MA,1698028625
